Account Name,Website,Country/Region,City,LinkedIn URL,Lead Source,Lead Rating,Status,Topic,Description,Industry,Segment,Owner,Next Step,Notes
PGM Précision,http://www.pgmprecision.com/,France,POISY,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PHENIX ELECTRONIQUE,https://www.agon-electronics.com/phenix/,France,LUBERSAC,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PHOTONFIRST TECHNOLOGIES,https://www.photonfirst.com/,Pays-Bas,ALKMAAR,https://www.linkedin.com/company/photonfirst/,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","The aerospace and defense sectors demand the highest levels of precision, reliability, and performance from every component and system. Traditional monitorin...",Space / satellite,Naval defense; Optics / optronics,,Review website and validate opportunity,
PHOTONIC OPTISCHE GERÄTE GMBH & CO KG,http://www.photonic-defence.at/,Autriche,VIENNE,https://www.linkedin.com/company/photonic-optical-solutions,Eurosatory 2026 Catalog,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Optics for Observation, Aiming and Boresighting - PHOTONIC products for defence are highly specialised optics for military use. High-performance designs an...",Radar / sensors,Armored vehicles; Weapons,,Contact sales team and qualify need,
PIA - Finnish Defence and Aerospace Industries,http://www.defenceindustries.fi/,Finlande,HELSINKI,https://www.linkedin.com/company/afda-fi/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Finnish Defence and Aerospace Industries – PIA, is the voice of the Finnish companies operating within defence, aerospace and security. PIA has ca. 300 memb...",Other,,,No immediate action,
PIAKO OY,http://piako.fi/en/front-page/,Finlande,NAARAJÄRVI,https://www.linkedin.com/search/results/all/?keywords=Piako%20Oy&origin=ENTITY_SEARCH_HOME_HISTORY&heroEntityKey=urn%3Ali%3Aorganization%3A20318348&position=0,Eurosatory 2026 Catalog,B,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Customized Tactical Transport and Mobile Command Center Solutions We design and manufacture standard‑compliant tactical vehicles for military and security o...,Logistics / MRO,Export / distribution,,Review website and validate opportunity,
Picomto,https://www.picomto.com/,France,LA MADELEINE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PID TEST & ENGINEERING GMBH,http://www.pid.team/,Allemagne,SAND,https://www.linkedin.com/company/pid-test-engineering/,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Software / Platforms.","Die PID test & engineering GmbH ist überzeugt, damit einen wichtigen Beitrag zur Vermeidung von Rechtsverstößen zu leisten und diese nachhaltig zu unterbinden. Die PID test & engineering GmbH erwartet von ihren Lieferanten, notwendige Maßna…",Other,,,Keep in watchlist,
PIEDRAFITA SYSTEMS,https://www.piedrafita.com/,Espagne,PARACUELLOS DE JARAMA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PIEMONTE - ITALY,http://www.centroestero.org/,Italie,TORINO,https://www.linkedin.com/showcase/piemonte-agency/posts/?feedView=all,Eurosatory 2026 Catalog,A,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Communications networks.","The Piemonte supply chain is a complete one and offers leading edge technological and business solutions to international key players, providing capable supp...",Logistics / MRO,Export / distribution,,Contact sales team and qualify need,
PIK-AS AUSTRIA GMBH,http://www.pikas.at/,Autriche,MARIASDORF,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Pix Coating,https://www.pixcoating.com/en/,Belgique,Thimister-Clermont,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PLANSEE & CERATIZIT,http://www.plansee.com/,Autriche,REUTTE,https://www.linkedin.com/company/plansee/,Eurosatory 2026 Catalog,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",The Plansee Group is a world leading manufacturer of tungsten and molybdenum components. Plansee and CERATIZIT materials are vital to the defense industry du...,Space / satellite,Ammunition; Logistics / MRO,,Contact sales team and qualify need,
plasan,http://www.plasan.com/,Israël,HAGALIL,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Plasmateria GmbH,,Autriche,Vienna,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
platzmann federn gmbh & co. kg,https://www.platzmann.de/,Allemagne,HAGEN,,Eurosatory 2026 Catalog,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Die platzmann federn gmbh & co. kg mit Hauptsitz im westfälischen Hagen gilt als einer der Branchenführer im Bereich der Federntechnik. La empresa platzmann federn gmbh & co. kg, con sede en Hagen, Westfalia, es considerada una de las líder…",Intelligence / ISR,Optics / optronics,,Review website and validate opportunity,
"PLESIUM, S.L.",http://gmsplesium.com/,Espagne,BARBERÀ DEL VALLÈS,https://www.linkedin.com/company/gms-plesium/,Eurosatory 2026 Catalog,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","DESIGNER AND MANUFACTURER OF GUN MOUNTS FOR ALL KIND OF GUN MACHINE (12,70mm, 7,62mm and 5,56mm), M2, M249, M240, MINIMI, MAG, MG3, MG4, MG5, MISSILE LAUNCHE...",Armored vehicles,Land defense; Air defense,,Review website and validate opportunity,
PLTECH,https://pirateeye.net/,France,COGOLIN,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PMB,https://www.pmb-alcen.com/,France,Peyniers,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PMW Dynamics,http://www.pmwdynamics.com/,Royaume-Uni,ALTON,https://www.linkedin.com/company/pmw-dynamics,Eurosatory 2026 Catalog,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","PMW Dynamics design, develop and manufacture custom/bespoke/application specific advanced electric motors for the aerospace industry. On stand this year wil...",Space / satellite,Naval defense; C4ISR,,Contact sales team and qualify need,
Poam Electronics LTD,http://www.poamelectronics.com/,Royaume-Uni,STOCKPORT,https://www.linkedin.com/company/5246289/,Eurosatory 2026 Catalog,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","POAM Electronics is specialise in pulse and wideband amplifiers covering microwave and millimetre-wave frequencies, supporting radar transmit chains, electro...",Electronic warfare,Naval defense; UAV / drones,,Contact sales team and qualify need,
POBJEDA TECNNOLOGY GORAZDE,,Bosnia and Herzegovina,GORAZDE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Pointers d.o.o.,https://www.pointersguardian.com/,Croatie,Popovac,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,POINTERS GUARDIAN Personal Survival Intelligence Powering up... coming soon,Other,,,No immediate action,
Polartherm,https://polartherm.fi/military/frontpage/,Finlande,LUVIA,www.linkedin.com/company/polartherm-oy,Eurosatory 2026 Catalog,A,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.",Polartherm is the leading military air heating equipment manufacturer in Northern Europe. Nowadays we also have an excellent past performance record of multiple military projects and have delivered more than 10.000 field heaters to various …,Armored vehicles,Land defense; Logistics / MRO,,Contact sales team and qualify need,
PÔLE DES MICROTECHNIQUES,https://www.pmt-innovation.com/,France,BESANÇON,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
POLIMASTER EUROPE,https://polimaster.com/,Lituanie,VILNIUS DISTRICT,,Eurosatory 2026 Catalog,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Polimaster group is comprised of several companies, including: Polimaster Europe UAB (Lithuania) serves as the principal research, engineering, and manufacturing hub. Polimaster Holding GmbH (Austria) is a holding company for the Polimaster…",Radar / sensors,Homeland security; Ammunition,,Contact sales team and qualify need,
POLIS PRÉCIS SAS,http://polisprecis.com/,France,GRANDFONTAINE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
POLISH AUTOMOTIVE GROUP (PGM),https://pgm.org.pl/,Pologne,SĘDZISZÓW MŁP.,https://www.linkedin.com/company/29331809/admin/dashboard/,Eurosatory 2026 Catalog,D,New,"Vend des sous-systèmes / composants à un OEM construisant Energy / batteries, Engines / propulsion.","Walne Zebranie Członków Stowarzyszenia PGM 2025 17 kwietnia 2025 Szanowni Członkowie PGM, Zarząd Stowarzyszenia Polska Grupa Motoryzacyjna zaprasza Członków Zwyczajnych na Walne Zebranie Członków... MOVE 2025: Branża motoryzacyjna apeluje d…",Other,,,No immediate action,
POLISH INVESTMENT AND TRADE AGENCY,http://www.paih.gov.pl/en,Pologne,WARSZAWA,https://www.linkedin.com/company/polish-investment-and-trade-agency/mycompany/verification/,Eurosatory 2026 Catalog,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","We invite you to visit the Polish National Pavilion at EUROSATORY 2026, showcasing the strength of Poland’s security and dual-use sector under the theme “Pol...",Space / satellite,UAV / drones; AI / data,,Contact sales team and qualify need,
POL-PLAN,https://polplan.pl/,Pologne,ZAMYSŁOWO,https://www.linkedin.com/company/pol-plan-hale-namiotowe,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"W naszym zespole stawiamy na współpracę, wsparcie i dzielenie się wiedzą, bo wierzymy, że sukces to efekt wspólnej pracy"" Ilona Skwierawska Pol-plan - hale dla Twojego biznesu! Czytaj więcej Hala namiotowa od Pol-Plan łączy w sobie solidnoś…",Logistics / MRO,Air defense,,No immediate action,
POLSKA GRUPA ZBROJENIOWA S.A.,https://grupapgz.pl/,Pologne,RADOM,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Polyfa Consultants A/S,,Danemark,Skødstrup,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Polytronic International AG,http://www.polytronic.ch/,Suisse,MURI,,Eurosatory 2026 Catalog,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","Founded in 1966, Polytronic International is a Swiss pioneer in electronic hit scoring and live-fire training systems for military and law enforcement. With ...",Naval defense,Homeland security; Armored vehicles,,Review website and validate opportunity,
POONGSAN,http://www.poongsan.co.kr/en,Corée du Sud,SEOUL,,Eurosatory 2026 Catalog,B,New,"Radars, missiles, comms, électroniques pour systèmes anti-aériens.","Since the early 1970s, Poongsan has led the growth and dependability of Korea's defense industry and, in so doing, made significant contributions to the nati...",Air defense,Land defense; Weapons,,Review website and validate opportunity,
POWELL ELECTRONICS EUROPE,http://www.powell.com/,Irlande,KILDARE,,Eurosatory 2026 Catalog,C,New,Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV.,"When you have 1,000,000+ parts to sort through, our robots have to sometimes shift construction projects.",Logistics / MRO,,,Keep in watchlist,
POWER SYSTEM TECHNOLOGY,http://www.powersystemtechnology.com/,France,BERD'HUIS,https://www.linkedin.com/company/power-system-technology,Eurosatory 2026 Catalog,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","French-based design office of power conversion. The company bridges the gap between off-the-shelf products and bespoke engineering, offering modular or highl...",Naval defense,UAV / drones; Armored vehicles,,Review website and validate opportunity,
PRECICAST,http://www.precicast.fr/,France,THORE-LA-ROCHETTE,https://www.linkedin.com/company/9414279/admin/dashboard/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PRECI-DIP,http://www.precidip.com/,Suisse,DELÉMONT,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PRECISION TECHNIC DEFENCE A/S,http://www.ptdefence.com/,Danemark,SVENSTRUP J,https://www.linkedin.com/company/precision-technic-defence-a-s/?viewAsMember=true,Eurosatory 2026 Catalog,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.","By end users, for end users. With a deep understanding of the complex challenges that the end users face and the operational gaps that exist, we are able to ...",C4ISR,Homeland security; Radar / sensors,,Contact sales team and qualify need,
Precizika Metrology,https://www.precizika.com/,Lituanie,Vilnius,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PRESTOLITE ELECTRIC LTD,http://www.prestolite-eu.com/,Royaume-Uni,GREENFORD,https://uk.linkedin.com/company/prestolite-electric-europe,Eurosatory 2026 Catalog,D,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Engines / propulsion.",Prestolite Electric Ltd offers a wide range of high-performance alternators and starter motors for military and security vehicles. Our products are designed ...,Other,,,No immediate action,
Pretis d.d.,http://www.pretis.ba/,Bosnia and Herzegovina,VOGOSCA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Primecom,,Lituanie,Vilnius,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PRO PATRIA ELECTRONICS KFT.,https://www.propatria-inc.com/,Hongrie,BUDAPEST,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROBATEC AG,http://www.probatec.de/,Allemagne,AMBERG,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Probotica d.o.o.,https://www.probotica.hr/,Croatie,Zagreb,,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Along with creating innovative products based on the latest developments in science and technology, we also offer a wide range of services in the fields of robotics, mechatronics, and the process industry. Read more Process & plant engineer…",Radar / sensors,Simulation / training; Space / satellite,,Review website and validate opportunity,
PROCALY SAS,http://www.procaly.com/,France,VOURLES,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROCOMM-MMC,http://www.procomm-mmc.com/,France,ALFORTVILLE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROENGIN,http://www.proengin.com/,France,ST CYR L ECOLE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Professional Aircraft Engines GmbH,https://www.pace-engines.at/,Autriche,SITZENBERG-REIDLING,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Profile Vehicles Oy,,Finlande,Iisalmi,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Project Q,http://www.project-q.ai/,Allemagne,BERLIN,https://www.linkedin.com/company/project-q-gmbh,Eurosatory 2026 Catalog,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.","Q is a European defence-tech company pioneering the Internet of Defence (IoD) with modular, scalable, and interoperable sensor and intelligence solutions. Ou...",C4ISR,Radar / sensors; Engineering services,,Review website and validate opportunity,
PROJECT USINAGE ET INTEGRATION,http://www.project-sas.fr/,France,VENDOME,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROLANN,http://www.prolann-srmp.com/,France,ROSPEZ,https://fr.linkedin.com/company/prolann-srmp,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","For over 50 years, Prolann has specialized in the machining and integration of high-precision mechanical components for the aerospace, civil, and defense sec...",Radar / sensors,,,Review website and validate opportunity,
PROLUTECH,http://www.prolutech.com/,France,ALBY SUR CHERAN,https://fr.linkedin.com/company/prolutech,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROMODELS,http://www.promodels.fr/,France,PARIS 12,https://www.linkedin.com/company/promodels-maquette/?viewAsMember=true,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Pronal,https://www.pronal.com/,France,LEERS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PRO-SYSTEMS S.P.A.,http://www.pro-systems.it/,Italie,MOZZATE (CO),,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROTEC GROUPE,http://www.protec-groupe.com/,France,BEZONS,https://fr.linkedin.com/company/protec-industrie,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROTECH NEW MATERIAL,http://www.chn-protech.com/,Chine,BEIJING,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROTECOP,http://www.protecop.com/,France,BERNAY,https://www.linkedin.com/company/protecop,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PROTOTAL Group,http://prototal.info/,Suède,JÖNKÖPING,https://www.linkedin.com/company/prototal/,Eurosatory 2026 Catalog,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Prototal Group — From One to One Million Prototal is Europe’s leading manufacturing services provider for industrial 3D printing, injection moulding, and va...",UAV / drones,Soldier systems; AI / data,,Contact sales team and qualify need,
"PROTOTYPA - ZM, S.R.O.",http://www.prototypa.cz/,République tchèque,BRNO,,Eurosatory 2026 Catalog,D,New,Vend des sous-systèmes / composants à un OEM construisant Software / Platforms.,"Prototypa-ZM, s.r.o. It is private company placed in Czech Republic. The company was established in November 1993 as development company. Our main point of i...",Other,,,No immediate action,
PROXFLYER AS,https://proxflyer.com/,Norvège,HØVIK,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PSD GROUPE CELLUTEC,https://www.groupe-cellutec.fr/,France,Libourne,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PSM Projekt System & Management GmbH,http://www.psm-spz.de/,Allemagne,KASSEL,,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Simulators / Training.","PSM Projekt System & Management GmbH (PSM), which is based in Kassel/Germany, is the PUMA Infantry Fighting Vehicle manufacturer and is responsible for coord...",C4ISR,Ammunition; Simulation / training,,Keep in watchlist,
PULLMAN SEAT SYSTEMS,http://www.pullmanseats.com/,Turquie,BURSA,,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV, Vehicles.",Pullman Seat Systems manufactures mine-blast resistant seating solutions for armored and tactical vehicles. Our seats are engineered in line with NATO test m...,Other,,,Review website and validate opportunity,
PULSE MC²,http://www.pulsemc2-balistique.fr/,France,EVRY CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
PYROMERAL SYSTEMS,http://pyromeral.com/fr/,France,BARBERY,https://www.linkedin.com/company/pyromeral-systems/posts/?feedView=all,Eurosatory 2026 Catalog,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Our ceramic composite materials offer a highly resistance to high temperatures and flames up to 1000°C, making them ideal for replacing metal components in h...",UAV / drones,Logistics / MRO,,Review website and validate opportunity,
PZL Defence,https://pzl-defence.pl/,Pologne,Sędziszów Małopolski,,Eurosatory 2026 Catalog,B,New,"Fournisseur de RF, radars, optronique et embarqués pour stacks anti-drone.","Kariera Szukaj Szukaj PL Powrót Kariera EN PL PZL DEFENCE Innowacje w służbie bezpieczeństwu Dowiedz się więcej PZL Defence PZL DEFENCE Jesteśmy polską firmą specjalizującą się w projektowaniu, produkcji i wdrażaniu bezzałogowych systemów l…",Counter-UAV,UAV / drones; Armored vehicles,,Review website and validate opportunity,
Qt Group,https://qt.io/,Finlande,ESPOO,https://www.linkedin.com/company/qtgroup,Eurosatory 2026 Catalog,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","Qt Development IAR Platform Compliance Without Compromise Security, compliance, safety. Get Cyber-Resilient Excellence You Experience Every Day, Everywhere You Build the Future. Automotive Aerospace & Defense Industrial Vehicles Micro-Mobil…",Naval defense,Cybersecurity; UAV / drones,,Review website and validate opportunity,
Quadsat ApS,http://quadsat.com/,Danemark,Odense N,https://www.linkedin.com/company/quadsat/,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","As the electromagnetic spectrum grows more complex, gaining decisive situational awareness is critical. Our SpectraLoc capabilities enable real-time radio fr...",Intelligence / ISR,Land defense; Air defense,,Contact sales team and qualify need,
Quanhom Technology,http://www.quanhom.com/,Chine,HANGZHOU,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
QUANTUM-SYSTEMS GMBH,https://quantum-systems.com/,Allemagne,GILCHING,https://www.linkedin.com/company/quantum-systems-gmbh/posts/?feedView=all,Eurosatory 2026 Catalog,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Products Mandrill Autonomous Kit Mandrill Autonomous Kit Sea Close Sea Open Sea Sea Learn about our emerging maritime systems, including unmanned surface and underwater platforms designed for surveillance and mission support. Products MOSAI…",Intelligence / ISR,Land defense; Air defense,,Contact sales team and qualify need,
"Quickset Defense Technologies, LLC",https://www.quickset.com/,États-Unis,Northbrook,,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","Learn More About Quickset Defense Technologies, LLC Quickset Defense Technologies, LLC, aka Quickset formerly known as Moog Sensor and Surveillance Systems, designs and produces high-quality positioners and scalable physical security and pr…",Space / satellite,Naval defense; Homeland security,,Review website and validate opportunity,
QUIRI HYDROMECANIQUE,http://www.quiri.com/,France,DUTTLENHEIM,https://www.linkedin.com/company/quiri/?viewAsMember=true,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
QUITTNER & SCHIMEK S.R.O,https://www.qscomp.cz/,République tchèque,STARÁ PAKA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"R2M Dynamics, SIA",https://www.beyron.eu/,Lettonie,Riga,,Eurosatory 2026 Catalog,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",☰ Drones ▼ Scout Target Station Software Industries ▼ Urban Surveillance Mining Construction Warehouse Military Energy Transportation Environment About Us FAQ Contact EN autonomous drones that go beyond human limits. TRUSTED BY THE INDUSTRY…,UAV / drones,Homeland security; Optics / optronics,,Review website and validate opportunity,
RADIALL,http://www.radiall.com/,France,AUBERVILLIERS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Radionor Communications AS,http://www.radionor.no/,Norvège,TRONDHEIM,https://www.linkedin.com/company/1574045,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Increase Security and Operational Efficiency. Meet the new standard in military tactical broadband, agile digital phased array radios built for tough environ...",Other,,,No immediate action,
RAFAEL ADVANCED DEFENSE SYSTEMS LTD,http://www.rafael.co.il/,Israël,HAIFA,https://www.linkedin.com/company/14803350/admin/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"RAFAEL Advanced Defense Systems Ltd. is synonymous with Dynamic Defense, Daring Innovation, and Technological Ingenuity. For over Seven decades, the Company ...",Other,,,No immediate action,
Rafinex,https://www.rafinex.com/,Luxembourg,Senningerberg,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RAIKKA OY,http://www.raikka.fi/,Finlande,ESPOO,,Eurosatory 2026 Catalog,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Raikka Oy's vision is to be the appreciated, reliable & responsible market leader under NATO umbrella of high quality initiation and counter mobility systems...",Armored vehicles,,,Review website and validate opportunity,
Raion Robotics,https://raionrobotics.com/,Corée du Sud,유성구,,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV, Software / Platforms.","Raion Robotics 험지를 두려워하지 않는 사족보행 로봇, 라이보 라이온로보틱스는 극한 환경에서도 자율적으로 임무를 수행하는 차세대 사족보행 로봇 솔루션을 제공합니다. 현장의 가장 복잡한 작업을 함께 해결해보세요. 제품 살펴보기 기술 문서 민첩한 사족 보행 로봇 기술로 미래의 이동성을 설계합니다. (주)라이온로보틱스 대표이사: 황보제민 대전광역시 문지로 272-37(문지동) 1층 홈 회사소개 뉴스 갤러리 채용 공고 문서…",Other,,,Keep in watchlist,
RAMPINI CARLO SPA,http://www.rampini.it/,Italie,PERUGIA,https://www.linkedin.com/company/24722204/admin/dashboard/,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Energy / batteries, Vehicles.","Born in Italy in 1945, Rampini operates worldwide as a trusted manufacturer in the defence sector. The company designs and produces specialized vehicles, mis...",Engineering services,,,Review website and validate opportunity,
RAPIC S.A.S,https://www.rapic.com/,France,EYZERAC,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"RAY SERVICE, A.S.",http://www.rayservice.com/,République tchèque,STARE MESTO,https://www.linkedin.com/in/kate%C5%99ina-r%C5%AF%C5%BEi%C4%8Dkov%C3%A1-93a034117/,Eurosatory 2026 Catalog,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Modern Czech company Ray Service, headquartered in Staré Město, Czech Republic, is an international innovative manufacturer of cable harnesses, electromechan...",Armored vehicles,Land defense; Logistics / MRO,,Contact sales team and qualify need,
RAYTECH VERTRIEBSGMBH,https://www.raytech-group.com/,Autriche,BRUNN/ GEB,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
RayXagon,http://www.rayxagon.fr/,France,MERIGNAC,https://www.linkedin.com/company/rayxagon/,Eurosatory 2026 Catalog,B,New,Sub-system / payload pour OEM drones tactiques.,"RayXagon develops and manufactures innovative optronic systems in France for security and defense professionals. We design night-vision, thermal imaging, an...",UAV / drones,Optics / optronics,,Review website and validate opportunity,
RDO SPRINGS,https://www.rdosprings.com/,France,BRESLES,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
REALISCAPE SA,https://www.realiscape.ch/,Grèce,Patra,,Eurosatory 2026 Catalog,B,New,"Vend des sous-systèmes / composants à un OEM construisant Weapons, Simulators / Training.","VR / AR Training & Simulation We provide beyond-state-of-the-art solutions through our extensive product line such as Holotrac simulator Virtual Environments, FireMeister firefighting simulator or V-Lab series of Virtual Interactive Laborat…",Land defense,Naval defense; Homeland security,,Review website and validate opportunity,
Rebound Electronics,http://reboundeu.com/,Royaume-Uni,NEWBURY,https://www.linkedin.com/company/rebound-electronics,Eurosatory 2026 Catalog,C,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Rebound Electronics provides end‑to‑end supply chain solutions with 23 years’ experience as an independent electronic components distributor. Our data‑driven...,Logistics / MRO,Export / distribution,,Keep in watchlist,
