Name,Website,BillingCountry,BillingCity,LinkedIn__c,Industry,Type,Lead_Score__c,Lead_Rating__c,Status,Description,Next_Step__c,Buying_Need_Main__c,Lead_Source__c
POLISH AUTOMOTIVE GROUP (PGM),https://pgm.org.pl/,Pologne,SĘDZISZÓW MŁP.,https://www.linkedin.com/company/29331809/admin/dashboard/,Other,OEM,39.5,D,New,"Vend des sous-systèmes / composants à un OEM construisant Energy / batteries, Engines / propulsion.",No immediate action,"Materials (Li-ion, electrolytes)",Eurosatory 2026 Catalog
POLISH INVESTMENT AND TRADE AGENCY,http://www.paih.gov.pl/en,Pologne,WARSZAWA,https://www.linkedin.com/company/polish-investment-and-trade-agency/mycompany/verification/,Space / satellite,Sous-traitant industriel,76.0,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Contact sales team and qualify need,RF / microwave components,Eurosatory 2026 Catalog
POL-PLAN,https://polplan.pl/,Pologne,ZAMYSŁOWO,https://www.linkedin.com/company/pol-plan-hale-namiotowe,Logistics / MRO,À vérifier,30.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
POLSKA GRUPA ZBROJENIOWA S.A.,https://grupapgz.pl/,Pologne,RADOM,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Polyfa Consultants A/S,,Danemark,Skødstrup,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Polytronic International AG,http://www.polytronic.ch/,Suisse,MURI,,Naval defense,Sous-traitant industriel,68.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Software,Eurosatory 2026 Catalog
POONGSAN,http://www.poongsan.co.kr/en,Corée du Sud,SEOUL,,Air defense,Distributeur,72.0,B,New,"Radars, missiles, comms, électroniques pour systèmes anti-aériens.",Review website and validate opportunity,Energetic materials,Eurosatory 2026 Catalog
POWELL ELECTRONICS EUROPE,http://www.powell.com/,Irlande,KILDARE,,Logistics / MRO,OEM,47.6,C,New,Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV.,Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
POWER SYSTEM TECHNOLOGY,http://www.powersystemtechnology.com/,France,BERD'HUIS,https://www.linkedin.com/company/power-system-technology,Naval defense,OEM,69.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
PRECICAST,http://www.precicast.fr/,France,THORE-LA-ROCHETTE,https://www.linkedin.com/company/9414279/admin/dashboard/,Engineering services,Bureau d'ingénierie,33.6,D,New,"Outils CAD, simulation, certification pour bureau d'études.",No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
PRECI-DIP,http://www.precidip.com/,Suisse,DELÉMONT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PRECISION TECHNIC DEFENCE A/S,http://www.ptdefence.com/,Danemark,SVENSTRUP J,https://www.linkedin.com/company/precision-technic-defence-a-s/?viewAsMember=true,C4ISR,OEM,75.5,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Precizika Metrology,https://www.precizika.com/,Lituanie,Vilnius,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PRESTOLITE ELECTRIC LTD,http://www.prestolite-eu.com/,Royaume-Uni,GREENFORD,https://uk.linkedin.com/company/prestolite-electric-europe,Other,OEM,38.0,D,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Engines / propulsion.",No immediate action,Engines / propulsion,Eurosatory 2026 Catalog
Pretis d.d.,http://www.pretis.ba/,Bosnia and Herzegovina,VOGOSCA,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Primecom,,Lituanie,Vilnius,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PRO PATRIA ELECTRONICS KFT.,https://www.propatria-inc.com/,Hongrie,BUDAPEST,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROBATEC AG,http://www.probatec.de/,Allemagne,AMBERG,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Probotica d.o.o.,https://www.probotica.hr/,Croatie,Zagreb,,Radar / sensors,OEM,67.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
PROCALY SAS,http://www.procaly.com/,France,VOURLES,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROCOMM-MMC,http://www.procomm-mmc.com/,France,ALFORTVILLE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROENGIN,http://www.proengin.com/,France,ST CYR L ECOLE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Professional Aircraft Engines GmbH,https://www.pace-engines.at/,Autriche,SITZENBERG-REIDLING,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Profile Vehicles Oy,,Finlande,Iisalmi,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Project Q,http://www.project-q.ai/,Allemagne,BERLIN,https://www.linkedin.com/company/project-q-gmbh,C4ISR,OEM,62.9,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
PROJECT USINAGE ET INTEGRATION,http://www.project-sas.fr/,France,VENDOME,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROLANN,http://www.prolann-srmp.com/,France,ROSPEZ,https://fr.linkedin.com/company/prolann-srmp,Radar / sensors,OEM,60.3,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
PROLUTECH,http://www.prolutech.com/,France,ALBY SUR CHERAN,https://fr.linkedin.com/company/prolutech,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
PROMODELS,http://www.promodels.fr/,France,PARIS 12,https://www.linkedin.com/company/promodels-maquette/?viewAsMember=true,Intelligence / ISR,OEM,70.0,B,New,"Vend des sous-systèmes / composants à un OEM construisant Weapons, Vehicles.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
Pronal,https://www.pronal.com/,France,LEERS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PRO-SYSTEMS S.P.A.,http://www.pro-systems.it/,Italie,MOZZATE (CO),,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROTEC GROUPE,http://www.protec-groupe.com/,France,BEZONS,https://fr.linkedin.com/company/protec-industrie,Space / satellite,OEM,62.9,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
PROTECH NEW MATERIAL,http://www.chn-protech.com/,Chine,BEIJING,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PROTECOP,http://www.protecop.com/,France,BERNAY,https://www.linkedin.com/company/protecop,Intelligence / ISR,OEM,67.6,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
PROTOTAL Group,http://prototal.info/,Suède,JÖNKÖPING,https://www.linkedin.com/company/prototal/,UAV / drones,OEM,76.5,A,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
"PROTOTYPA - ZM, S.R.O.",http://www.prototypa.cz/,République tchèque,BRNO,,Other,OEM,38.9,D,New,Vend des sous-systèmes / composants à un OEM construisant Software / Platforms.,No immediate action,Cloud / data services,Eurosatory 2026 Catalog
PROXFLYER AS,https://proxflyer.com/,Norvège,HØVIK,,Other,À vérifier,4.0,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PSD GROUPE CELLUTEC,https://www.groupe-cellutec.fr/,France,Libourne,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PSM Projekt System & Management GmbH,http://www.psm-spz.de/,Allemagne,KASSEL,,C4ISR,OEM,59.5,C,New,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Simulators / Training.",Keep in watchlist,Energetic materials,Eurosatory 2026 Catalog
PULLMAN SEAT SYSTEMS,http://www.pullmanseats.com/,Turquie,BURSA,,Other,OEM,62.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV, Vehicles.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
PULSE MC²,http://www.pulsemc2-balistique.fr/,France,EVRY CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
PYROMERAL SYSTEMS,http://pyromeral.com/fr/,France,BARBERY,https://www.linkedin.com/company/pyromeral-systems/posts/?feedView=all,UAV / drones,OEM,62.5,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
PZL Defence,https://pzl-defence.pl/,Pologne,Sędziszów Małopolski,,Counter-UAV,OEM,61.0,B,New,"Fournisseur de RF, radars, optronique et embarqués pour stacks anti-drone.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
Qt Group,https://qt.io/,Finlande,ESPOO,https://www.linkedin.com/company/qtgroup,Naval defense,OEM,73.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
Quadsat ApS,http://quadsat.com/,Danemark,Odense N,https://www.linkedin.com/company/quadsat/,Intelligence / ISR,OEM,76.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Quanhom Technology,http://www.quanhom.com/,Chine,HANGZHOU,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
QUANTUM-SYSTEMS GMBH,https://quantum-systems.com/,Allemagne,GILCHING,https://www.linkedin.com/company/quantum-systems-gmbh/posts/?feedView=all,Intelligence / ISR,OEM,75.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
"Quickset Defense Technologies, LLC",https://www.quickset.com/,États-Unis,Northbrook,,Space / satellite,OEM,72.5,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
QUIRI HYDROMECANIQUE,http://www.quiri.com/,France,DUTTLENHEIM,https://www.linkedin.com/company/quiri/?viewAsMember=true,Intelligence / ISR,Sous-traitant industriel,71.0,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,"Raw materials (steel, aluminium)",Eurosatory 2026 Catalog
QUITTNER & SCHIMEK S.R.O,https://www.qscomp.cz/,République tchèque,STARÁ PAKA,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"R2M Dynamics, SIA",https://www.beyron.eu/,Lettonie,Riga,,UAV / drones,OEM,70.0,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
RADIALL,http://www.radiall.com/,France,AUBERVILLIERS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Radionor Communications AS,http://www.radionor.no/,Norvège,TRONDHEIM,https://www.linkedin.com/company/1574045,Other,À vérifier,17.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
RAFAEL ADVANCED DEFENSE SYSTEMS LTD,http://www.rafael.co.il/,Israël,HAIFA,https://www.linkedin.com/company/14803350/admin/,Other,À vérifier,17.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
Rafinex,https://www.rafinex.com/,Luxembourg,Senningerberg,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RAIKKA OY,http://www.raikka.fi/,Finlande,ESPOO,,Armored vehicles,Distributeur,69.5,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
Raion Robotics,https://raionrobotics.com/,Corée du Sud,유성구,,Other,OEM,51.6,C,New,"Vend des sous-systèmes / composants à un OEM construisant Robotics / UGV, Software / Platforms.",Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
RAMPINI CARLO SPA,http://www.rampini.it/,Italie,PERUGIA,https://www.linkedin.com/company/24722204/admin/dashboard/,Engineering services,OEM,64.0,B,New,"Vend des sous-systèmes / composants à un OEM construisant Energy / batteries, Vehicles.",Review website and validate opportunity,"Materials (Li-ion, electrolytes)",Eurosatory 2026 Catalog
RAPIC S.A.S,https://www.rapic.com/,France,EYZERAC,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"RAY SERVICE, A.S.",http://www.rayservice.com/,République tchèque,STARE MESTO,https://www.linkedin.com/in/kate%C5%99ina-r%C5%AF%C5%BEi%C4%8Dkov%C3%A1-93a034117/,Armored vehicles,Distributeur,82.0,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
RAYTECH VERTRIEBSGMBH,https://www.raytech-group.com/,Autriche,BRUNN/ GEB,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RayXagon,http://www.rayxagon.fr/,France,MERIGNAC,https://www.linkedin.com/company/rayxagon/,UAV / drones,OEM,62.5,B,New,Sub-system / payload pour OEM drones tactiques.,Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
RDO SPRINGS,https://www.rdosprings.com/,France,BRESLES,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REALISCAPE SA,https://www.realiscape.ch/,Grèce,Patra,,Land defense,OEM,69.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Weapons, Simulators / Training.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
Rebound Electronics,http://reboundeu.com/,Royaume-Uni,NEWBURY,https://www.linkedin.com/company/rebound-electronics,Logistics / MRO,Distributeur,53.2,C,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Keep in watchlist,Industrial subcontracting / machining,Eurosatory 2026 Catalog
RECAS,,Suède,Trollhättan,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Redler Technologies,http://www.redlertechnologies.com/,Israël,KFAR SABA,https://www.linkedin.com/company/redler-technologies/,Naval defense,OEM,78.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
"REDO, S.R.O",http://www.redo.cz/,République tchèque,PROSTEJOV,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REDWIRE,https://rdw.com/about/,États-Unis,BEND,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Redwire Defense Tech,https://rdw.com/,Lettonie,RIGA,,Intelligence / ISR,Distributeur,79.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
REFLEX CES,https://www.reflexces.com/,France,EVRY CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REGION CENTRE-VAL DE LOIRE,http://www.devup-centrevaldeloire.fr/,France,ORLEANS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Région Île-de-France,http://www.iledefrance.fr/,France,SAINT-OUEN,https://www.linkedin.com/company/region-ile-de-france/posts/?feedView=all,Other,OEM,46.8,C,New,Activité à qualifier — discovery call avant pitch précis.,Keep in watchlist,"Materials (Li-ion, electrolytes)",Eurosatory 2026 Catalog
REGION NOUVELLE-AQUITAINE,https://nouvelle-aquitaine.fr/,France,BORDEAUX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REICH GmbH - REICH MIM GmbH,http://www.reich-gmbh.com/en/products/defence,Allemagne,MELLRICHSTADT,https://www.linkedin.com/company/reich-gmbh-mellrichstadt/?viewAsMember=true,Radar / sensors,Sous-traitant industriel,67.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
REINFORCE Covers,https://www.reinforce-covers.com/,Allemagne,ÜBERLINGEN,,Radar / sensors,OEM,60.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Radars, Logistics equipment.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
"RELLI TECHNOLOGY, INC.",http://www.relli.com/,États-Unis,BOCA RATON,,Intelligence / ISR,OEM,79.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
RELLUMIX,http://www.rellumix.com/,France,CERGY,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REM RESSORTS,https://www.rem-ressorts.com/,France,ANGERS CEDEX 02,https://www.linkedin.com/company/rem-ressorts-angers/?viewAsMember=true,Other,À vérifier,29.1,D,New,Activité à qualifier — discovery call avant pitch précis.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
REMBE Safety+Control,https://www.rembe.de/en,Allemagne,BRILON,https://www.linkedin.com/company/rembe-gmbh-safety-control,C4ISR,OEM,76.0,A,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
REMORQUES LOUAULT,http://www.remorques-louault.fr/,France,SAINT FARGEAU,https://www.linkedin.com/company/remorques-louault/?viewAsMember=true,Other,OEM,34.8,D,New,Vend des sous-systèmes / composants à un OEM construisant Vehicles.,No immediate action,Engines / propulsion,Eurosatory 2026 Catalog
RENAULT TRUCKS Emergency & Defense,https://www.renault-trucks.com/fr,France,SAINT PRIEST,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Renishaw UK Sales Ltd,,Royaume-Uni,Gloucestershire,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RENK Group,http://www.renk.com/,Allemagne,AUGSBURG,https://de.linkedin.com/company/renkgroup,Naval defense,OEM,73.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
REPKONMachine and Tool Industry and Trade Inc.,http://www.repkon.com.tr/,Turquie,ISTANBUL,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
REPUBLIKORP,https://www.republikorp.com/,Indonésie,"JAKARTA SELATAN,",,Intelligence / ISR,OEM,72.5,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
RESA,https://www.resa-electronique.com/,France,VILLEBON SUR YVETTE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RESCUE TRAILER s.r.o.,,République tchèque,ZLATA OLESNICE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Research Electronics International,http://www.reiusa.net/,États-Unis,Cookeville,https://www.linkedin.com/company/research-electronics-international,Other,À vérifier,19.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
Research Triangle Regional Partnership,https://www.researchtriangle.org/,États-Unis,Raleigh,,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
Resource Industries,https://www.bing.com/ck/a?!&&p=6f4cf5460f23e9b715761cf5e8fbd33df2470f54ec6f8b04ae97dba5d6032c93JmltdHM9MTc3MzAxNDQwMA&ptn=3&ver=2&hsh=4&fclid=31375213-06bf-683e-320d-469c07ed6952&psq=resource+industries+location&u=a1aHR0cHM6Ly9yZXNvdXJjZS1pbmR1c3RyaWVzLmN,Émirats arabes unis,Abu Dhabi,,Other,À vérifier,4.0,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RESSORTS MASSELIN,http://www.masselin.com/,France,LE PETIT QUEVILLY CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RETIA,http://www.retia.cz/,République tchèque,PARDUBICE,https://www.linkedin.com/company/retia/,Intelligence / ISR,OEM,61.0,B,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, UAV / drones.",Review website and validate opportunity,Cloud / data services,Eurosatory 2026 Catalog
Reveal Technology,https://www.revealtech.ai/,États-Unis,Bozeman,,C4ISR,OEM,72.5,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
REVISION MILITARY LTD,http://revisionmilitary.com/,États-Unis,ESSEX JUNCTION,https://www.revisionmilitary.com,Other,À vérifier,19.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
RF COM SISTEMAS,https://www.rf.com.br/,Brésil,SÃO JOSÉ DOS CAMPOS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RFPM,https://www.rfpm.fr/,France,VILLERS-SUR-PORT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RHD The Right Spring,http://www.rhd.fr/,France,CONFLANS SAINTE HONORINE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Rheinmetall AG,http://www.rheinmetall.com/,Allemagne,DUESSELDORF,https://de.linkedin.com/company/rheinmetall,Electronic warfare,OEM,82.0,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
RICHARD PONTVERT SA,http://paraboot-pro.com/,France,SAINT JEAN DE MOIRANS,https://linkedin.com/company/paraboot-pro,Other,À vérifier,15.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
RIGANTI S.p.A.,http://www.riganti.com/,Italie,SOLBIATE ARNO,https://www.linkedin.com/company/riganti-s.p.a./,Armored vehicles,OEM,75.5,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Contact sales team and qualify need,"Raw materials (steel, aluminium)",Eurosatory 2026 Catalog
RINGFEDER,http://www.ringfeder-rf.com/,Allemagne,KREFELD,,Radar / sensors,OEM,78.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
Rivolier Sécurité Défense,https://www.rivolier-sd.com/,France,ST JUST ST RAMBERT CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RIZ PE d.o.o.,https://www.riz-pe.hr/,Croatie,Zagreb,,C4ISR,OEM,52.0,C,New,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Tactical radios.",Keep in watchlist,Cloud / data services,Eurosatory 2026 Catalog
"RIZHAO FZH INTERNATIONAL TRADE CO., LTD.",http://www.lomah-target.com/,Chine,RIZHAO,,Radar / sensors,OEM,69.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
RMA SPECIAL VEHICLES,http://rmaspecialvehicles.com/,Thaïlande,CHONBURI,https://www.linkedin.com/company/rma-special-vehicles/?viewAsMember=true,Armored vehicles,OEM,80.0,A,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
R-MECA RECTIFICATION,https://groupe-rmeca.fr/,France,JOUET SUR L'AUBOIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
RMG INDUSTRIE,http://www.rmg-industrie.com/,France,MARNAZ,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Robin Radar Systems,http://www.robinradar.com/,Pays-Bas,THE HAGUE,https://www.linkedin.com/company/robin-radar-systems-b-v-/posts/?feedView=all,Naval defense,Distributeur,80.0,A,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
Rochling Industrial,https://www.roechling.com/fr/industrial,France,MAXEVILLE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Rocket Chat,https://www.rocket.chat/,États-Unis,Wilmington,,C4ISR,Distributeur,75.5,A,New,"Vend des sous-systèmes / composants à un OEM construisant Engines / propulsion, Communications networks.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
RODRIGUEZ GMBH FRANCE,,France,ST GERMAIN EN LAYE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
