Company name,Website URL,Country,City,LinkedIn,Industry,Type,Lead score,Lead rating,Lifecycle stage,Buying need,Notes,Pitch,Next step,Owner
SOPEMEA,http://sopemea.apave.com/,France,VELIZY VILLACOUBLAY CEDEX,https://www.linkedin.com/company/apave/,Simulation / training,Distributeur,72.5,B,New,RF / microwave components,"Visuel, motion, haptique, IA pour fabricants de simulateurs.","Hi — I noticed SOPEMEA builds Communications networks, Simulators / Training (+2) for Simulation / training.",Review website and validate opportunity,
SOPRA STERIA,http://www.soprasteria.com/,France,PARIS,https://www.linkedin.com/company/soprasteria/,Electronic warfare,Distributeur,75.5,A,New,Cloud / data services,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed SOPRA STERIA builds Software / Platforms, Logistics equipment (+7) for Electronic warfare.",Contact sales team and qualify need,
SOPRIMA INDUSTRIE,http://www.soprima.com/,France,SAINT OUEN L'AUMONE,https://fr.linkedin.com/company/soprima-industrie,Radar / sensors,OEM,57.3,C,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed SOPRIMA INDUSTRIE builds Sensors, Logistics equipment (+1) for Radar / sensors.",Keep in watchlist,
Sored S.A.,https://sored-sa.com/,Suisse,La Chaux-de-Fonds,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Sotrad Water,https://www.sotradwater.be/,Belgique,Nivelles,,Other,OEM,32.4,D,New,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Hi — Sotrad Water ships Logistics equipment to defense customers.,No immediate action,
SOUCY INTERNATIONAL INC. - DEFENSE DIVISION,http://www.soucy-defense.com/,Canada,DRUMMONDVILLE QC,https://www.linkedin.com/company/soucy-defense,Radar / sensors,OEM,75.0,A,New,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Hi — I noticed SOUCY INTERNATIONAL INC.,Contact sales team and qualify need,
Source Tactical Gear,https://www.sourcetacticalgear.net/,Israël,TIRAT A CARMEL,,Soldier systems,OEM,69.0,B,New,Composite materials,"Vend des sous-systèmes / composants à un OEM construisant Soldier equipment, Ballistic protection.","Hi — Source Tactical Gear ships Soldier equipment, Ballistic protection (+4) to Land forces, Police / law enforcement.",Review website and validate opportunity,
SP DEFENSE,https://www.honeywellsafety.com/,France,ROISSY CH DE GAULLE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Space Inventor,,Danemark,Aalborg,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPACEBEL,https://www.spacebel.com/,Belgique,ANGLEUR,,Space / satellite,Sous-traitant industriel,69.0,B,New,Cloud / data services,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed SPACEBEL builds Software / Platforms, Satellites / Space (+3) for Space / satellite.",Review website and validate opportunity,
SpaceForest,https://spaceforest.pl/,Pologne,GDYNIA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPAFAX,https://www.www.spafaxmirrors.com/,Royaume-Uni,BASINGSTOKE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"Spanner SK, k.s.",,Slovaquie,Povazska Bystrica,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Spar-Tac d.o.o.,https://www.spar-tac.com/,Croatie,Ivanic Grad,,Soldier systems,OEM,74.0,B,New,RF / microwave components,"Textiles, composites, optronique, énergie pour kits soldat.",Hi — I noticed Spar-Tac d.o.o.,Review website and validate opportunity,
SPECIALTY TECHNOLOGIES,http://www.wittenstein-motion-control.de/,Allemagne,IGERSHEIM,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPEG PRONERGY,https://www.faar-pronergy.com/,France,VILLEBON SUR YVETTE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPETSTECHNOEXPORT,http://spetstechnoexport.com/,Ukraine,KYIV,,Other,À vérifier,18.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed SPETSTECHNOEXPORT at Eurosatory.,No immediate action,
Sphere Defense,http://www.sphere-df.com/,Belgique,BRUSSELS,,Air defense,OEM,67.5,B,New,Energy / batteries,"Radars, missiles, comms, électroniques pour systèmes anti-aériens.","Hi — I noticed Sphere Defense builds UAV / drones, Counter-UAV systems (+2) for Air defense.",Review website and validate opportunity,
SPHEREA TEST ET SERVICES,http://www.spherea.com/,France,TOULOUSE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPINNER,https://www.spinner-group.com/,Allemagne,MUNICH,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"SPIRIT SLOVENIA, BUSINESS DEVELOPMENT AGENCY",http://www.sloveniabusiness.eu/,Slovénie,LJUBLJANA,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SPIROTEC,http://www.spirotec.fr/,France,VALFF,https://www.linkedin.com/company/spirotec/?viewAsMember=true,Other,À vérifier,15.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed SPIROTEC at Eurosatory.,No immediate action,
Splast Sp. z.o.o.,https://przetworstwo-tworzyw.splast.com.pl/,Pologne,Krosno,,Logistics / MRO,À vérifier,29.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Splast Sp.,No immediate action,
SPLENDOR tekstil d.o.o.,https://splendor-tekstil.hr/,Croatie,Zagreb,,C4ISR,OEM,59.9,C,New,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Hi — SPLENDOR tekstil d.o.o.,Keep in watchlist,
SPRING,https://www.spring-group.fr/,France,BAULE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"SRC, INC",http://www.srcinc.com/,États-Unis,NORTH SYRACUSE,https://www.linkedin.com/company/SRCdefense,Intelligence / ISR,Société de services,75.5,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed SRC, INC builds Vehicles, UAV / drones (+10) for Intelligence / ISR.",Contact sales team and qualify need,
SSAB / Armox protection plate,http://www.ssab.com/en/brands-and-products/armox,Suède,OXELÖSUND,https://www.linkedin.com/showcase/76883263/,Ammunition,OEM,80.0,A,New,Engines / propulsion,"Matériaux énergétiques, mécanique, packaging, certification.","Hi — I noticed SSAB / Armox protection plate builds Vehicles, Ammunition (+4) for Ammunition.",Contact sales team and qualify need,
ST Connect GmbH,http://www.st-connect.de/,Allemagne,LEVERKUSEN,https://www.linkedin.com/company/st-connect-gmbh/?viewAsMember=true,Other,À vérifier,28.1,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed ST Connect GmbH at Eurosatory.,No immediate action,
ST ENGINEERING,http://www.stengg.com/,Singapour,SINGAPORE,https://www.linkedin.com/company/st-engineering,C4ISR,OEM,78.5,A,New,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.","Hi — I noticed ST ENGINEERING builds Vehicles, UAV / drones (+15) for C4ISR.",Contact sales team and qualify need,
ST ENGINEERING IDIRECT,http://www.idirect.net/,Belgique,SINT-NIKLAAS,https://www.linkedin.com/company/st-engineering-idirect/,Space / satellite,OEM,45.0,C,New,Composite materials,Vend des sous-systèmes / composants à un OEM construisant Satellites / Space.,Hi — ST ENGINEERING IDIRECT ships Satellites / Space to defense customers.,Keep in watchlist,
STACEM,http://www.stacem.fr/,France,GRAND CHAMP,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STAINLESS,http://www.stainless.eu/,France,Dannemarie-sur-Crète,https://fr.linkedin.com/company/stainless,Intelligence / ISR,Distributeur,69.5,B,New,"Materials (Li-ion, electrolytes)","Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed STAINLESS builds Energy / batteries, Vehicles (+8) for Intelligence / ISR.",Review website and validate opportunity,
Standard solutions group AB,,Suède,Sundsvall,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STAR PACK SA,https://www.star-pack.fr/,France,CERGY - POINTOISE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STARBURST SAS,,France,PARIS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STARK,http://stark-defence.com/,Allemagne,BERLIN,https://www.linkedin.com/company/stark-defence/,Intelligence / ISR,OEM,79.0,A,New,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed STARK builds UAV / drones, Counter-UAV systems (+8) for Intelligence / ISR.",Contact sales team and qualify need,
STARPLAST,https://vitalo.net/,France,LIMOGES - 87,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STARTER,http://www.starterwinches.com/,France,SAINT OUEN L'AUMONE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Steel Products A/S,,Danemark,Horsens,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STEELE CONNECT,https://www.ultratech.fr/,France,LE CHESNAY,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Steeltec AG - Swiss Steel Group,https://swisssteel-group.com/,Suisse,Emmenbrücke,,Soldier systems,Sous-traitant industriel,68.5,B,New,"Raw materials (steel, aluminium)","Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed Steeltec AG - Swiss Steel Group builds Mechanical parts, Vehicles (+2) for Soldier systems.",Review website and validate opportunity,
steep GmbH,https://www.steep.de/,Allemagne,BONN,https://www.linkedin.com/company/steep-gmbh,Space / satellite,Distributeur,76.0,A,New,Electronic components,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed steep GmbH builds Radars, Software / Platforms (+5) for Space / satellite.",Contact sales team and qualify need,
Steinbach AG,http://www.steinbach-ag.de/,Allemagne,DETMOLD,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STEINER,http://www.steiner-defense.com/,Allemagne,BAYREUTH,,Optics / optronics,Distributeur,70.9,B,New,Electronic components,Canal de distribution / représentation pour notre portefeuille.,Hi — we're scouting an exclusive distributor for Germany.,Review website and validate opportunity,
Stellar Telecommunications Sarl,http://www.stellar.tc/,Luxembourg,Bertrange,https://www.linkedin.com/company/stellartc,Naval defense,Distributeur,76.0,A,New,Cloud / data services,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed Stellar Telecommunications Sarl builds Software / Platforms, Communications networks (+6) for Naval defense.",Contact sales team and qualify need,
STEM S.R.L.,https://www.stem.it/,Italie,MEDESANO,https://urlsand.esvalabs.com/?u=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fstem-ems%2F&e=2f59d014&h=7e9b1c16&f=y&p=y,Intelligence / ISR,OEM,77.5,A,New,Mechanical parts,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Hi — I noticed STEM S.R.L.,Contact sales team and qualify need,
STEP (Saskatchewan Trade & Export Partnership),https://sasktrade.com/,Canada,Regina,,C4ISR,Distributeur,79.4,A,New,Mechanical parts,"Composants, sous-systèmes, software, services pour primes C4ISR.","Hi — I noticed STEP (Saskatchewan Trade & Export Partnership) builds Logistics equipment, Communications networks (+1) for C4ISR.",Contact sales team and qualify need,
STERELA,https://www.sterela-defense.fr/,France,PINS-JUSTARET,https://www.linkedin.com/company/sterela-defense/,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STEVTISS,https://www.stevtiss.fr/,France,CHIRASSIMONT,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Steyr Arms GmbH,https://www.steyr-mannlicher.com/,Autriche,St. Peter in der Au,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STI GENLIS,http://www.sti-genlis.com/,France,GENLIS,https://www.linkedin.com/company/sti-genlis/?viewAsMember=true,Engineering services,Sous-traitant industriel,52.9,C,New,Mechanical parts,"Outils CAD, simulation, certification pour bureau d'études.",Hi — I noticed STI GENLIS builds Logistics equipment for Engineering services.,Keep in watchlist,
STI Steyr,http://sti-steyr.com/,Autriche,WALDNEUKIRCHEN,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STIRWELD,http://stirweld.com/,France,RENNES,https://www.linkedin.com/company/stirweld/,Naval defense,OEM,74.0,B,New,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed STIRWELD builds Vehicles, Robotics / UGV (+8) for Naval defense.",Review website and validate opportunity,
STMB ROSSE,http://www.stmb-rosse.com/,France,LES AIX D'ANGILLON,https://www.linkedin.com/company/stmb-rosse/,Space / satellite,Sous-traitant industriel,61.9,B,New,"Raw materials (steel, aluminium)","Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed STMB ROSSE builds Mechanical parts, Sensors (+2) for Space / satellite.",Review website and validate opportunity,
STOEGER,http://www.stoeger.com.tr/,Turquie,ISTANBUL,,Soldier systems,OEM,61.0,B,New,Electronic components,"Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics, Soldier equipment.","Hi — STOEGER ships Optronics / Optics, Soldier equipment (+2) to Critical infrastructure.",Review website and validate opportunity,
STRATASYS,https://www.stratasys.com/,Allemagne,RHEINMUENSTER,https://www.linkedin.com/company/stratasys/posts/,UAV / drones,Distributeur,73.5,B,New,Cloud / data services,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed STRATASYS builds Software / Platforms, Composite materials (+3) for UAV / drones.",Review website and validate opportunity,
STRATIFORME INDUSTRIES,http://www.stratiforme.fr/,France,BERSEE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STREAMWIDE,http://www.streamwide.com/,France,PARIS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
STREIT GROUPE,http://www.groupe-streit.com/,France,PAYS DE CLERVAL,https://www.linkedin.com/company/streit-groupe,Industrial subcontracting,Sous-traitant industriel,67.5,B,New,Engines / propulsion,"Matières premières, outils coupants, services qualité pour sous-traitants.","Hi — I noticed STREIT GROUPE builds Vehicles, Mechanical parts (+3) for Industrial subcontracting.",Review website and validate opportunity,
STRYX AI,http://stryx.ai/,France,PARIS,https://www.linkedin.com/company/stryx-ai/,Counter-UAV,OEM,55.0,C,New,Energy / batteries,Vend une brique du chain detection-effector aux primes anti-drone.,"Hi — STRYX AI ships UAV / drones, Counter-UAV systems (+2) to Critical infrastructure.",Keep in watchlist,
STUDER INNOTEC,https://www.studer-innotec.com/,Suisse,SION,,Space / satellite,Distributeur,78.5,A,New,Mechanical parts,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed STUDER INNOTEC builds Logistics equipment, Energy / batteries (+6) for Space / satellite.",Contact sales team and qualify need,
STV GROUP A.S.,http://www.stvgroup.cz/,République tchèque,PRAGUE  - NUSLE,,UAV / drones,OEM,59.5,C,New,Engines / propulsion,Sub-system / payload pour OEM drones tactiques.,"Hi — STV GROUP A.S. ships Vehicles, UAV / drones (+2) to defense customers.",Keep in watchlist,
SUADEO,http://suadeo.fr/,France,IVRY-SUR-SEINE,https://www.linkedin.com/company/suadeo-sas,Cybersecurity,Éditeur logiciel,70.0,B,New,Mechanical parts,"Threat intel, hardware appliances, cloud souverain, audits.","Hi — I noticed SUADEO builds Logistics equipment, Software / Platforms (+4) for Cybersecurity.",Review website and validate opportunity,
"SUBMERGE BALTIC, SIA",https://www.submergebaltic.com/,Lettonie,MĀRUPES NOVADS,,Other,À vérifier,15.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Hi — I noticed SUBMERGE BALTIC, SIA at Eurosatory.",No immediate action,
SUCHIER SAS,http://www.suchier.com/,France,CHOMERAC,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SUMA Aéro-Mécanique,https://suma-aero.com/,France,Albert,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SUMITOMO DRIVE TECHNOLOGIES,https://www.sumitomodrive.com/,France,SERRIS,www.linkedin.com/sumitomo-drive-technologies-france,Other,À vérifier,14.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed SUMITOMO DRIVE TECHNOLOGIES at Eurosatory.,No immediate action,
Supacat,https://www.supacat.com/,Royaume-Uni,HONITON,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Suppliers From Bretagne,http://www.suppliers-from-bretagne.com/,France,CESSON-SEVIGNE,https://www.linkedin.com/company/bretagne-commerce-international,Industrial subcontracting,OEM,76.0,A,New,Mechanical parts,"Matières premières, outils coupants, services qualité pour sous-traitants.","Hi — I noticed Suppliers From Bretagne builds Logistics equipment, Vehicles (+7) for Industrial subcontracting.",Contact sales team and qualify need,
SUPRAMECA,,France,Signes,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Svekon,http://svekon.se/,Suède,Solna,https://www.linkedin.com/company/1827116,C4ISR,OEM,71.0,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.","Hi — Svekon ships Vehicles, Software / Platforms (+4) to Land forces, Air forces (+3).",Review website and validate opportunity,
"SVOS, spol. s r.o.",http://www.armsvos.cz/,République tchèque,PRELOUC,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SWARM Biotactics,https://www.swarm-biotactics.com/,Allemagne,KASSEL,https://www.linkedin.com/company/swarm-biotactics/posts/?feedView=all,UAV / drones,OEM,74.5,B,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed SWARM Biotactics builds UAV / drones, Sensors (+2) for UAV / drones.",Review website and validate opportunity,
Swarmer,http://www.getswarmer.com/,Estonie,TALLIN,https://www.linkedin.com/company/getswarmer/posts/?feedView=all,Intelligence / ISR,Éditeur logiciel,72.5,B,New,Electronic components,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Swarmer builds Sensors, Software / Platforms (+11) for Intelligence / ISR.",Review website and validate opportunity,
SWARMLY LTD,https://www.swarmly.aero/,Cyprus,LIMASSOL,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SWAROVSKI OPTIK KG,http://www.swarovskioptik.com/,Autriche,ABSAM,https://www.linkedin.com/company/swarovski-optik/,Radar / sensors,OEM,75.7,A,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed SWAROVSKI OPTIK KG builds Optronics / Optics, Sensors (+1) for Radar / sensors.",Contact sales team and qualify need,
Swebor Stål,https://www.swebor.se/,Suède,LULEÅ,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Sweden Ballistics AB,,Suède,Järfälla,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SWISS CAMOUTECH AG/SSZ Camouflage Technology AG,http://www.swisscamoutech.ch/,Suisse,ZUG,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
SWISS P DEFENCE,http://www.swisspdefence.com/,Suisse,THUN,,Land defense,OEM,77.5,A,New,Energetic materials,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Software / Platforms.","Hi — SWISS P DEFENCE ships Ammunition, Software / Platforms (+5) to Special forces, Police / law enforcement (+2).",Contact sales team and qualify need,
SWISSto12,https://www.swissto12.com/,Suisse,RENENS,https://www.linkedin.com/company/swissto12-sa,Space / satellite,OEM,73.0,B,New,Electronic components,"Vend des sous-systèmes / composants à un OEM construisant Tactical radios, Logistics equipment.","Hi — SWISSto12 ships Tactical radios, Logistics equipment (+5) to Aerospace primes, Critical infrastructure.",Review website and validate opportunity,
Sydor Technologies,http://sydortechnologies.com/,États-Unis,FAIRPORT,https://www.linkedin.com/company/sydor-technologies/?viewAsMember=true,Soldier systems,OEM,68.0,B,New,Mechanical parts,"Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed Sydor Technologies builds Logistics equipment, Software / Platforms (+3) for Soldier systems.",Review website and validate opportunity,
SYMÉTRIE,http://symetrie.fr/en/,France,BOUILLARGUES,https://www.linkedin.com/company/symetrie,Space / satellite,OEM,78.0,A,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed SYMÉTRIE builds Vehicles, Optronics / Optics (+12) for Space / satellite.",Contact sales team and qualify need,
Symlab AG,http://symlab.ch/,Suisse,Freienbach,,UAV / drones,OEM,70.5,B,New,Cloud / data services,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed Symlab AG builds Software / Platforms, UAV / drones (+4) for UAV / drones.",Review website and validate opportunity,
SYSNAV,http://www.sysnav.fr/?lang=en,France,VERNON,https://www.linkedin.com/company/sysnav/,Space / satellite,OEM,64.0,B,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed SYSNAV builds Vehicles, Sensors (+4) for Space / satellite.",Review website and validate opportunity,
SYSTECON GROUP AB,http://www.systecongroup.com/gl,Suède,STOCKHOLM,https://www.linkedin.com/company/systecon-ab,Naval defense,OEM,78.0,A,New,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed SYSTECON GROUP AB builds Vehicles, Software / Platforms (+2) for Naval defense.",Contact sales team and qualify need,
SYSTEL Inc,http://www.systelusa.com/,États-Unis,SUGAR LAND,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Systematic A/S,https://systematic.com/int/,Danemark,AARHUS,https://www.linkedin.com/showcase/systematic-defence/,Land defense,Éditeur logiciel,74.0,B,New,Cloud / data services,"Sous-systèmes, composites, certification pour primes terrestres.","Hi — I noticed Systematic A/S builds Software / Platforms, Soldier equipment (+4) for Land defense.",Review website and validate opportunity,
SZCZĘŚNIAK Pojazdy Specjalne Sp. z o.o.,http://www.psszczesniak.pl/,Pologne,BIELSKO-BIALA,https://www.linkedin.com/company/szczesniak-special-vehicles-ltd-,Land defense,Sous-traitant industriel,57.4,C,New,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Hi — I noticed SZCZĘŚNIAK Pojazdy Specjalne Sp.,Keep in watchlist,
Tacteris,https://www.tacteris.com/,Canada,CALGARY,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Tactical Avionix SIA,https://www.tacticalavionix.com/,Lettonie,Sigulda,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Tadaweb,https://www.tadaweb.com/,Luxembourg,Belvaux,,Other,À vérifier,15.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Tadaweb at Eurosatory.,No immediate action,
TAF Industries,http://taf-ua.com/en/,Ukraine,ODESSA,https://www.linkedin.com/company/tafindustriesua/,Intelligence / ISR,OEM,78.0,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed TAF Industries builds Vehicles, UAV / drones (+5) for Intelligence / ISR.",Contact sales team and qualify need,
TAIHAN TEXTILE,http://www.thtc.co.kr/,Corée du Sud,SEOUL,,Soldier systems,OEM,67.8,B,New,RF / microwave components,"Vend des sous-systèmes / composants à un OEM construisant Communications networks, Soldier equipment.","Hi — TAIHAN TEXTILE ships Communications networks, Soldier equipment to Police / law enforcement.",Review website and validate opportunity,
Take Off Diffusion Ltd,https://northeagles.ch/,Suisse,La Neuveville,,Radar / sensors,Distributeur,63.1,B,New,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed Take Off Diffusion Ltd builds Sensors, Communications networks for Radar / sensors.",Review website and validate opportunity,
TAMILAN,https://www.tamilanthedrone.com/,Inde,CHENNAI,https://www.linkedin.com/in/krishnamurthy-murthy-49623767?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BZ5tIfhs6Tbex35m6LZZ4iA%3D%3D,UAV / drones,OEM,67.5,B,New,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,"Hi — TAMILAN ships UAV / drones, Optronics / Optics (+2) to Police / law enforcement, Civil security / fire (+1).",Review website and validate opportunity,
Tampereen kaupunkiseudun elinkeino- ja kehitysyhtiö Business Tampere Oy,,Finlande,Tampere,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TARGI KIELCE SA,http://www.mspo.pl/,Pologne,KIELCE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Tastitalia Srl,http://www.tastitalia.com/,Italie,CASTELFIDARDO,https://www.linkedin.com/company/tastitalia,Radar / sensors,OEM,69.0,B,New,Mechanical parts,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Hi — I noticed Tastitalia Srl builds Logistics equipment, Software / Platforms (+6) for Radar / sensors.",Review website and validate opportunity,
TATRA,https://www.tatratrucks.com/,République tchèque,KOPŘIVNICE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TATRA DEFENCE VEHICLE a.s.,https://tatradv.cz/,République tchèque,Praha 8,,C4ISR,OEM,75.0,A,New,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",Hi — I noticed TATRA DEFENCE VEHICLE a.s.,Contact sales team and qualify need,
Tattu,https://www.gensace.de/,Allemagne,KORSCHENBROICH,,UAV / drones,Distributeur,72.0,B,New,Engines / propulsion,Sub-system / payload pour OEM drones tactiques.,"Hi — Tattu ships Vehicles, UAV / drones (+5) to defense customers.",Review website and validate opportunity,
TAURUS,https://taurusarmas.com.br/,Brésil,SÃO LEOPOLDO,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
TAWAZUN COUNCIL,https://www.tawazun.gov.ae/en/contact-us/,Émirats arabes unis,ABU DHABI,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
