account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
Scandex AG,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.scandex.de./,,New,No immediate action,
Scania CV AB,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.scania.com/,,New,No immediate action,
Scania CV AB,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.scania.com/,,New,No immediate action,
SCANIA FRANCE,France,D,26.1,Sous-traitant,Industrial subcontracting / machining,Activité à qualifier — discovery call avant pitch précis.,Public data is thin — qualify the activity before pitching supply.,Hi — I noticed SCANIA FRANCE builds — for Other.,http://www.scania.fr/,https://www.linkedin.com/company/scania-france,New,No immediate action,
SCD,Israël,A,77.5,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map SCD's integration partners.","Hi — I noticed SCD builds Vehicles, UAV / drones (+7) for Intelligence / ISR.",http://www.scd-infrared.com/,https://www.linkedin.com/company/scd,New,Contact sales team and qualify need,
Scepter Canada Inc.,Canada,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://scepter.com/products/military-products/military-ammunition-containers/,,New,No immediate action,
Schaublin SA,Suisse,C,54.6,Sous-traitant,Industrial subcontracting / machining,"Outils CAD, simulation, certification pour bureau d'études.","Engineering shops buy CAD licences, simulation tools and certification services.",Hi — I noticed Schaublin SA builds — for Engineering services.,http://www.schaublin.ch/,https://www.linkedin.com/company/schaublin-sa/,New,Keep in watchlist,
Schenck RoTec GmbH,Allemagne,B,67.2,Acheteur potentiel,Cloud / data services,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed Schenck RoTec GmbH builds Software / Platforms, Logistics equipment for Cybersecurity.",https://schenck-rotec.de/startseite.html,,New,Review website and validate opportunity,
Schill Reglerteknik AB,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SCHLEIFRING GMBH,Allemagne,A,79.0,Acheteur potentiel,Electronic components,"Radars, sonars, comms, armement, sustainment pour primes navals.","Naval primes buy radars, sonars, comms, weapons and sustainment in long cycles.","Hi — I noticed SCHLEIFRING GMBH builds Radars, Optronics / Optics (+6) for Naval defense.",http://www.schleifring.de/,https://www.linkedin.com/company/schleifring/,New,Contact sales team and qualify need,
SCHLIGLER SAS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.schligler.fr/,,New,No immediate action,
Schloetter Group,Allemagne,A,78.5,Acheteur potentiel,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",C4ISR primes integrate hundreds of components — the sourcing surface is huge. Procurement / supply chain is the entry point.,"Hi — I noticed Schloetter Group builds Vehicles, Electronic components (+4) for C4ISR.",http://schloetter-group.com/,https://www.linkedin.com/company/schlötter-global/,New,Contact sales team and qualify need,
Schmidt & Bender,Allemagne,C,40.4,Acheteur potentiel,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Qualify the activity before pitching.,Hi — Schmidt & Bender ships Logistics equipment to defense customers.,http://www.schmidt-bender.com/,,New,Keep in watchlist,
Schmitz Cargobull,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.cargobull.com/,,New,No immediate action,
SCHOELLER-BLECKMANN PRECISION TECHNOLOGY GMBH,Autriche,C,42.4,Acheteur potentiel,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Qualify the activity before pitching.,Hi — SCHOELLER-BLECKMANN PRECISION TECHNOLOGY GMBH ships Logistics equipment to defense customers.,http://sbot.co.at/,https://www.linkedin.com/company/sbo-ag/posts/?feedView=all,New,Keep in watchlist,
SCHRADER S.A.SS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.schrader-pacific.fr/,,New,No immediate action,
SCHROTH SAFETY PRODUCTS.,États-Unis,B,73.0,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.",Hi — I noticed SCHROTH SAFETY PRODUCTS.,http://www.schroth.com/,,New,Review website and validate opportunity,
Schuberth GMBH,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.schuberth.com/,,New,No immediate action,
Schunk Group,Allemagne,A,82.0,Acheteur potentiel,Engines / propulsion,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed Schunk Group builds Vehicles, Sensors (+15) for Soldier systems.",http://www.schunk-group.com/en,https://www.linkedin.com/company/schunk-group,New,Contact sales team and qualify need,
ScioTeq bv,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.scioteq.com/,,New,No immediate action,
SCOPEX,France,A,80.0,Acheteur potentiel,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed SCOPEX builds UAV / drones, Soldier equipment (+5) for UAV / drones.",http://www.scopex.fr/,https://fr.linkedin.com/company/scopex-sarl,New,Contact sales team and qualify need,
SCS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mankiewicz.com/,,New,No immediate action,
Scura,Pays-Bas,C,53.8,Acheteur potentiel,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,UAV programs are scaling — Scura is buying. Position [your sub-system] as a qualified alternative on their next platform.,Hi — Scura ships UAV / drones to defense customers.,https://scura.ai/,,New,Keep in watchlist,
SCYTALYS S.A.,Grèce,A,77.0,Acheteur potentiel,Cloud / data services,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.",Hi — I noticed SCYTALYS S.A.,http://www.scytalys.com/,,New,Contact sales team and qualify need,
SealingTech,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sealingtech.com/,,New,No immediate action,
SEAT TEC FRANCE,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.seattec.com/,,New,No immediate action,
"SEC TECHNOLOGIES, S.R.O.",Slovaquie,B,69.5,Acheteur potentiel,Mechanical parts,Sub-system / payload pour OEM drones tactiques.,"UAV programs are scaling — SEC TECHNOLOGIES, S.R.O. is buying. Position [your sub-system] as a qualified alternative on their next platform.","Hi — SEC TECHNOLOGIES, S.R.O.",http://www.sec-technologies.com/,https://www.linkedin.com/company/sec-technologies,New,Review website and validate opportunity,
SECAN,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.secan.aero/,https://www.linkedin.com/company/secan-aero/posts/?feedView=all,New,No immediate action,
Sectra Communications,Pays-Bas,A,76.0,Distributeur potentiel,RF / microwave components,Partenariat MDR / cloud souverain / co-bid sur tenders.,Co-developing managed-detection or sovereign-cloud offers with Sectra Communications can unlock new tenders. Talk to BU lead.,Hi — Sectra Communications's Cybersecurity stack and our [your offering] cover complementary parts of the kill / decision chain.,http://communications.sectra.com/,https://www.linkedin.com/company/sectra/posts/?feedView=all,New,Contact sales team and qualify need,
secunet Security Networks AG,Allemagne,B,72.1,Acheteur potentiel,Cloud / data services,"Threat intel, hardware appliances, cloud souverain, audits.","Cyber-defense vendors source threat intel feeds, hardware appliances, cloud and certification services. Procurement / CISO are entry points.","Hi — I noticed secunet Security Networks AG builds Software / Platforms, Communications networks for Cybersecurity.",https://www.secunet.com/,,New,Review website and validate opportunity,
SECURITAS FRANCE,France,D,20.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed SECURITAS FRANCE at Eurosatory.,http://www.securitas.fr/,https://www.linkedin.com/company/securitas-france/,New,No immediate action,
SEERSTEMS ROBÓTICA Y SISTEMAS,Espagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://seerstems.net/,,New,No immediate action,
SEIBERSDORF LABOR GMBH,Autriche,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
"SEKO Government,Space & Defence",Pays-Bas,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sekologistics.com/us/freight-forwarding/government-space-and-defense/,,New,No immediate action,
SEKPY,Grèce,A,76.0,Acheteur potentiel,Mechanical parts,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed SEKPY builds Logistics equipment, Vehicles (+8) for UAV / drones.",https://sekpy.gr/,https://www.linkedin.com/company/sekpy/,New,Contact sales team and qualify need,
SELECTARC,France,A,77.0,Acheteur potentiel,Mechanical parts,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Armored vehicle OEMs buy engines, composites, ballistic plates, optronics, comms and specialised mechanics in volume.","Hi — I noticed SELECTARC builds Logistics equipment, Vehicles (+2) for Armored vehicles.",http://selectarc.com/,https://www.linkedin.com/company/10083342/admin/dashboard/,New,Contact sales team and qualify need,
SELHA GROUP,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.selhagroup.com/,,New,No immediate action,
"SELLIER & BELLOT, JSC",République tchèque,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sellier-bellot.cz/,,New,No immediate action,
Selva Électronique,France,B,61.5,Fournisseur potentiel,Mechanical parts,"Matières premières, outils coupants, services qualité pour sous-traitants.","Sub-contractors buy raw materials, cutting tools and quality services.","Hi — I noticed Selva Électronique builds Logistics equipment, Energy / batteries (+3) for Industrial subcontracting.",https://www.selva.fr/fr/,https://www.linkedin.com/company/selva-electronique/,New,Review website and validate opportunity,
SEMAWORLD,France,B,60.9,Acheteur potentiel,Sensors,Vend des sous-systèmes / composants à un OEM construisant NRBC / CBRN.,SEMAWORLD sells CBRN kit — they need certified materials and detection.,Hi — SEMAWORLD ships NRBC / CBRN to Police / law enforcement.,http://www.semaworld.com/,,New,Review website and validate opportunity,
SEMIP-CODECHAMP,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.position-sensor.com/fr,,New,No immediate action,
SEMPER INVICTA,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.semper-invicta.fr/,,New,No immediate action,
Senhive BV,Belgique,A,77.5,Acheteur potentiel,Energy / batteries,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed Senhive BV builds UAV / drones, Sensors (+8) for Electronic warfare.",https://senhive.com/,,New,Contact sales team and qualify need,
Senop Oy,Finlande,D,19.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Senop Oy at Eurosatory.,http://senop.fi/,https://fi.linkedin.com/company/senop,New,No immediate action,
SENSOR TECH Inc.,Corée du Sud,B,63.5,Acheteur potentiel,Electronic components,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.",Hi — I noticed SENSOR TECH Inc.,http://www.isensor.co.kr/,,New,Review website and validate opportunity,
SENSORMICRO,Chine,A,80.0,Acheteur potentiel,Electronic components,"Textiles, composites, optronique, énergie pour kits soldat.","Soldier system vendors source textiles, composites, optronics and energy. Lead with NATO / military pedigree.","Hi — I noticed SENSORMICRO builds Sensors, Optronics / Optics (+9) for Soldier systems.",http://www.sensormicro.com/,https://www.linkedin.com/company/sensormicro/,New,Contact sales team and qualify need,
Senssight,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.senssight.com/,,New,No immediate action,
SENTRY,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sentryvideowalls.com/,,New,No immediate action,
Sentyiv B.V.,Pays-Bas,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sentyiv.com/,,New,No immediate action,
SEO Group,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.seogroup.fr/,,New,No immediate action,
SEPSON,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sepson.se/,,New,No immediate action,
Septentrio – part of Hexagon,Belgique,D,37.4,Acheteur potentiel,Electronic components,Activité à qualifier — discovery call avant pitch précis.,Public data is thin — qualify the activity before pitching supply.,Hi — I noticed Septentrio – part of Hexagon builds Sensors for Other.,http://www.septentrio.com/en,https://www.linkedin.com/company/septentrio/,New,No immediate action,
SERB Pharmaceuticals,France,D,15.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed SERB Pharmaceuticals at Eurosatory.,http://serb.com/,https://www.linkedin.com/company/serb-pharmaceuticals/,New,No immediate action,
SEREME,France,B,60.5,Acheteur potentiel,Composite materials,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.",Hi — I noticed SEREME builds Satellites / Space for Space / satellite.,http://www.sereme.com/,,New,Review website and validate opportunity,
SERODEM,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.serodem.fr/,,New,No immediate action,
SES Space & Defence,Luxembourg,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.ses.com/,,New,No immediate action,
SESTAN BUSCH,Croatie,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed SESTAN BUSCH at Eurosatory.,http://www.sestan-busch.hr/,,New,No immediate action,
SETOLITE LICHTTECHNIK GMBH,Allemagne,A,76.0,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Optronics / Optics.","SETOLITE LICHTTECHNIK GMBH sells optronics, they need detector and electronics suppliers. Lead with quality data.","Hi — SETOLITE LICHTTECHNIK GMBH ships Vehicles, Optronics / Optics (+2) to defense customers.",https://www.setolite.com/,https://www.linkedin.com/company/setolite-lichttechnik-gmbh/mycompany/,New,Contact sales team and qualify need,
SEYNTEX,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.seyntex.com/,,New,No immediate action,
SFC Energy AG,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.public-security.com/,,New,No immediate action,
SFTE SPETSTECHNOEXPORT,Ukraine,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SHADOW NAUTICS d.o.o.,Croatie,B,72.5,Fournisseur potentiel,Mechanical parts,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.","Weapon manufacturers source precision machining, materials, optronics and ammunition components — heavy export control.",Hi — I noticed SHADOW NAUTICS d.o.o.,https://www.shadow-nautics.eu/,,New,Review website and validate opportunity,
"Shanghai Brilliant Textile Co.,Ltd.",Chine,C,59.8,Distributeur potentiel,RF / microwave components,Canal de distribution / représentation pour notre portefeuille.,Soldier kit distribution into their region is plausible — pitch a representation agreement.,Hi — we're scouting an exclusive distributor for your region.,http://www.brilliant-tex.com/,https://www.linkedin.com/company/brilliant-tex,New,Keep in watchlist,
"SHANGHAI CAREFUL TECHNOLOGY CO.,LTD",Chine,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.shanghaikaifu.com/,,New,No immediate action,
"SHANGHAI H WIN NEW MATERIAL TECHNOLOGY CO., LTD.",Chine,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Shark Robotics,France,A,79.0,Acheteur potentiel,Electronic components,"Fournisseur de RF, radars, optronique et embarqués pour stacks anti-drone.","Their counter-UAV stack relies on RF, radar, optronics and embedded systems — exactly what we supply. Talk to procurement / chief engineer.","Hi — I noticed Shark Robotics builds Robotics / UGV, Logistics equipment (+3) for Counter-UAV.",http://www.shark-robotics.com/,https://www.linkedin.com/company/sharkrobotics,New,Contact sales team and qualify need,
SHENZHEN POWER-TIME TECHNOLOGY CO.LTD,Chine,B,73.5,Acheteur potentiel,Engines / propulsion,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed SHENZHEN POWER-TIME TECHNOLOGY CO.LTD builds Vehicles, Soldier equipment (+4) for Radar / sensors.",http://www.milpowertime.com/,https://www.linkedin.com/company/milpowertime/,New,Review website and validate opportunity,
"SHENZHEN SKYFEND TECHNOLOGY CO.,LTD.",Chine,B,67.0,Acheteur potentiel,Energy / batteries,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.","Hi — I noticed SHENZHEN SKYFEND TECHNOLOGY CO.,LTD.",http://www.skyfend.com/,,New,Review website and validate opportunity,
Shield AI,États-Unis,D,37.4,Acheteur potentiel,Cloud / data services,Vend des sous-systèmes / composants à un OEM construisant Software / Platforms.,Qualify the activity before pitching.,Hi — Shield AI ships Software / Platforms to defense customers.,http://shield.ai/,https://www.youtube.com/@Shield_AI,New,No immediate action,
SHIELD by Alpinter,Belgique,B,71.0,Acheteur potentiel,Cloud / data services,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed SHIELD by Alpinter builds Software / Platforms, Logistics equipment (+2) for Logistics / MRO.",http://shieldtents.com/,https://www.linkedin.com/company/shieldbyalpinter,New,Review website and validate opportunity,
SHIFTERS AI INC.,États-Unis,D,20.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed SHIFTERS AI INC.,http://www.shifters-ai.com/,https://www.linkedin.com/company/shifters-ai-robotics,New,No immediate action,
"Shin An Information & Communications Co., Ltd.",Corée du Sud,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SHIPYARD OF SPECIAL FACILITIES Ltd,Croatie,C,47.6,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Engines / propulsion.",SHIPYARD OF SPECIAL FACILITIES Ltd sells naval kit — long sales cycle. Programme office is the buyer.,"Hi — SHIPYARD OF SPECIAL FACILITIES Ltd ships Logistics equipment, Engines / propulsion to defense customers.",https://www.brodosplit.hr/,,New,Keep in watchlist,
ShiraTech-Knowtion,Allemagne,B,70.5,Acheteur potentiel,Electronic components,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Radar / sensor lines need specialised electronics, signal processing chips and composite housings. Talk to chief engineer.","Hi — I noticed ShiraTech-Knowtion builds Sensors, Software / Platforms (+5) for Radar / sensors.",https://www.knowtion.de/,,New,Review website and validate opportunity,
ShootDrone,France,C,43.8,Acheteur potentiel,Energy / batteries,Sub-system / payload pour OEM drones tactiques.,UAV programs are scaling — ShootDrone is buying. Position [your sub-system] as a qualified alternative on their next platform.,Hi — ShootDrone ships UAV / drones to defense customers.,http://neant.fr/,,New,Keep in watchlist,
SIA ARITEH,Lettonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SIA ELECTRIFY,Lettonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
SIAMIDIS SA,Grèce,B,73.4,Acheteur potentiel,Composite materials,"Aramide, céramique, composites, certification balistique.","Ballistic protection vendors buy aramid, ceramic, composites and certification services.","Hi — I noticed SIAMIDIS SA builds Ballistic protection, Logistics equipment (+1) for Ballistic protection.",https://siamidis.eu/,https://www.linkedin.com/company/siamidis-sa,New,Review website and validate opportunity,
SIBAT ISRAEL MOD,Israël,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sibat.mod.gov.il/,,New,No immediate action,
SIDES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sides.fr/,,New,No immediate action,
Sieć Badawcza Łukasiewicz – Przemysłowy Instytut Motoryzacji,Pologne,C,58.3,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Communications networks.","Sieć Badawcza Łukasiewicz – Przemysłowy Instytut Motoryzacji pitches end-to-end C4ISR; they need sub-systems, software components and compliance services.","Hi — Sieć Badawcza Łukasiewicz – Przemysłowy Instytut Motoryzacji ships Logistics equipment, Communications networks (+1) to Defense ministries.",https://pimot.lukasiewicz.gov.pl/,,New,Keep in watchlist,
siegmund,Allemagne,B,60.2,Acheteur potentiel,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Software / Platforms.",Qualify the activity before pitching.,"Hi — siegmund ships Logistics equipment, Software / Platforms to defense customers.",https://www.siegmund.com/,https://www.linkedin.com/company/berndsiegmundgmbh,New,Review website and validate opportunity,
Siemens Digital Industries Software,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.siemens.com/en-us/,,New,No immediate action,
SIEPEL,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.siepel.com/,,New,No immediate action,
Sierra Olympia Technologies,États-Unis,A,81.0,Acheteur potentiel,Electronic components,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed Sierra Olympia Technologies builds Sensors, Optronics / Optics (+4) for UAV / drones.",https://sierraolympia.com/,,New,Contact sales team and qualify need,
SIG SAUER,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sigsauer.com/,,New,No immediate action,
Sightline Intelligence,États-Unis,B,67.0,Acheteur potentiel,Energy / batteries,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Sightline Intelligence's integration partners.","Hi — I noticed Sightline Intelligence builds UAV / drones, Counter-UAV systems (+12) for Intelligence / ISR.",http://sightlineintelligence.com/,,New,Review website and validate opportunity,
SIGNALGENERIX LIMITED,Cyprus,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.signalgenerix.com/,,New,No immediate action,
Silicon Sensing Systems,Royaume-Uni,D,15.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Silicon Sensing Systems at Eurosatory.,https://www.siliconsensing.com/,,New,No immediate action,
SILL OPTICS GMBH,Allemagne,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.silloptics.de/en/,https://www.linkedin.com/company/sill-optics/,New,No immediate action,
SILMOR,Lettonie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://silmor.eu/en/,,New,No immediate action,
SILTEC,Pologne,B,60.1,Acheteur potentiel,"Materials (Li-ion, electrolytes)","Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed SILTEC builds Energy / batteries, Mechanical parts (+1) for Logistics / MRO.",http://www.siltec.pl/,https://linkedin.com/company/siltec-sp.-z-o.o._2,New,Review website and validate opportunity,
Silvus Technologies Inc.,États-Unis,A,82.0,Acheteur potentiel,Energy / batteries,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","EW systems source RF amplifiers, signal-processing chips, embedded computing and antennas. Talk to RF system lead.",Hi — I noticed Silvus Technologies Inc.,https://silvustechnologies.com/,https://www.linkedin.com/company/silvus-technologies-inc./posts/?feedView=all,New,Contact sales team and qualify need,
SIMA INNOVATION,Danemark,B,63.9,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Logistics equipment.",SIMA INNOVATION performs MRO — they need parts and engineering support. Direct procurement angle.,"Hi — SIMA INNOVATION ships Vehicles, Logistics equipment to Police / law enforcement.",http://www.simainnovation.com/,https://www.linkedin.com/company/sima-innovation/posts/?feedView=all&viewAsMember=true,New,Review website and validate opportunity,
SIMOL,Italie,C,54.4,Acheteur potentiel,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,SIMOL sells to forces — they need certified materials and ergonomic sub-systems.,Hi — SIMOL ships Logistics equipment to defense customers.,http://www.simol.com/,https://it.linkedin.com/company/simol-spa,New,Keep in watchlist,
SIMTECH,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.simtech.be/,,New,No immediate action,
Sine Engineering,Ukraine,A,77.0,Acheteur potentiel,Energy / batteries,Vend une brique du chain detection-effector aux primes anti-drone.,Defense end-users buying C-UAS solutions are tightening specs every year. Position our offer as a complement to Sine Engineering's sensor fusion / kinetic effector chain.,"Hi — Sine Engineering ships UAV / drones, Counter-UAV systems (+4) to defense customers.",http://www.sineeng.com/,https://www.linkedin.com/company/sine-engineering/,New,Contact sales team and qualify need,
SİNERJİ YÜKSEK TEKNOLOJİ A.Ş.,Turquie,C,56.6,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Weapons.",SİNERJİ YÜKSEK TEKNOLOJİ A.Ş. buys for next-gen platforms — engineering and supply chain are the buyers.,Hi — SİNERJİ YÜKSEK TEKNOLOJİ A.Ş.,http://www.sinerjitech.com/,https://www.linkedin.com/company/sinerjiyuksekteknoloji/,New,Keep in watchlist,
SINTRONES Technology Corp.,Taïwan,A,76.0,Acheteur potentiel,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Space primes source composites, sensors, comms and launch services.",Hi — I noticed SINTRONES Technology Corp.,http://www.sintrones.com/,https://www.linkedin.com/company/sintrones-technology-corp/,New,Contact sales team and qualify need,
SIOEN BALLISTICS,Belgique,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.sioen.be/,,New,No immediate action,
"SISU AXLES, INC.",Finlande,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.sisuaxles.com/,,New,No immediate action,
